"","county","year","month","temp_avg","temp_min","temp_max","precip"
"7277","Jefferson",2014,1,21.4,11,31.9,"3.03"
"7278","Kings",2014,1,37.1,28.9,45.4,"3.92"
"7279","Lewis",2014,1,18.3,6.5,30.1,"3.48"
"7280","Livingston",2014,1,26.1,15.6,36.6,"2.6"
"7281","Madison",2014,1,23.5,14.3,32.7,"2.99"
"7282","Monroe",2014,1,27.1,17.7,36.5,"2.76"
"7283","Montgomery",2014,1,24.8,13.9,35.6,"2.89"
"7284","Nassau",2014,1,36.2,27.4,45.1,"4.3"
"7285","New York",2014,1,36.9,28.6,45.2,"3.86"
"7286","Niagara",2014,1,26.2,17.3,35.1,"1.83"
"7287","Oneida",2014,1,22,11.4,32.6,"2.84"
"7288","Onondaga",2014,1,24.4,15.2,33.6,"3.38"
"7289","Ontario",2014,1,25.8,15.8,35.8,"3.02"
"7290","Orange",2014,1,29.5,19.6,39.4,"3"
"7291","Orleans",2014,1,26.7,17.1,36.3,"2.58"
"7292","Oswego",2014,1,23.7,14.1,33.3,"3.13"
"7293","Otsego",2014,1,24,13.8,34.2,"2.95"
"7294","Putnam",2014,1,30.8,20.7,40.9,"3.23"
"7295","Queens",2014,1,36.9,28.3,45.5,"4.11"
"7296","Rensselaer",2014,1,25.9,16,35.7,"2.77"
"7297","Richmond",2014,1,36.8,28.2,45.4,"3.75"
"7298","Rockland",2014,1,32.5,22.6,42.5,"3.4"
"7299","Saratoga",2014,1,24.4,14,34.7,"3.47"
"7300","Schenectady",2014,1,25.4,15.3,35.6,"3.23"
"7301","Schoharie",2014,1,23.5,12.2,34.8,"2.86"
"7302","Schuyler",2014,1,25.7,15.9,35.5,"2.65"
"7303","Seneca",2014,1,26.1,16.4,35.7,"2.58"
"7304","St. Lawrence",2014,1,18.6,6.9,30.4,"2.85"
"7305","Steuben",2014,1,25.4,14.6,36.2,"2.41"
"7306","Suffolk",2014,1,34.9,25.4,44.4,"5.46"
"7307","Sullivan",2014,1,25.7,15.4,36,"2.34"
"7308","Tioga",2014,1,25.9,16,35.8,"2.84"
"7309","Tompkins",2014,1,24.9,15.4,34.4,"3.05"
"7310","Ulster",2014,1,27.4,17.2,37.5,"3.25"
"7311","Warren",2014,1,20,8.2,31.9,"3.77"
"7312","Washington",2014,1,23.1,11.9,34.3,"3"
"7313","Wayne",2014,1,26,17,35.1,"2.93"
"7314","Westchester",2014,1,33,23,42.9,"3.43"
"7315","Wyoming",2014,1,23.9,13.2,34.7,"2.91"
"7316","Yates",2014,1,26.2,16.2,36.2,"2.74"
"7317","Albany",2014,1,20.7,10.4,31.1,"3.75"
"7318","Allegany",2014,1,17.8,7.4,28.2,"2.09"
"7319","Bronx",2014,1,30.4,23.2,37.5,"4.85"
"7320","Broome",2014,1,19.6,10.7,28.6,"2.69"
"7321","Cattaraugus",2014,1,16.7,6.3,27,"2.72"
"7322","Cayuga",2014,1,19.5,11,28.1,"2.62"
"7323","Chautauqua",2014,1,17.3,7.9,26.7,"3.07"
"7324","Chemung",2014,1,19.4,9.7,29.1,"1.94"
"7325","Chenango",2014,1,18.3,8.8,27.9,"2.61"
"7326","Clinton",2014,1,16.1,8,24.2,"2.18"
"7327","Columbia",2014,1,22,11.6,32.4,"3.41"
"7328","Cortland",2014,1,17.7,8.8,26.7,"2.78"
"7329","Delaware",2014,1,18.4,8.1,28.8,"2.99"
"7330","Dutchess",2014,1,23.1,12.3,34,"3.29"
"7331","Erie",2014,1,18.7,10,27.4,"2.75"
"7332","Essex",2014,1,16.2,6.9,25.4,"2.47"
"7333","Franklin",2014,1,15.5,6.9,24,"2.09"
"7334","Fulton",2014,1,18.2,8.7,27.6,"3.92"
"7335","Genesee",2014,1,19.2,11.8,26.6,"2.67"
"7336","Greene",2014,1,19.6,8.9,30.3,"4.22"
"7337","Hamilton",2014,1,15,5.2,24.8,"3.22"
"7338","Herkimer",2014,1,15.7,5.9,25.5,"2.89"
"7339","Jefferson",2014,1,17.1,8.1,26,"3.27"
"7340","Kings",2014,1,30.9,24,37.7,"4.99"
"7341","Lewis",2014,1,15.2,5.6,24.7,"3.01"
"7342","Livingston",2014,1,19.4,10.7,28.2,"1.91"
"7343","Madison",2014,1,18.1,9.3,26.9,"3.03"
"7344","Monroe",2014,1,20.8,13.7,28,"2.26"
"7345","Montgomery",2014,1,20,10.1,29.9,"3.51"
"7346","Nassau",2014,1,30.2,22.9,37.6,"4.26"
"7347","New York",2014,1,30.6,23.5,37.7,"4.98"
"7348","Niagara",2014,1,19.8,12.7,26.8,"2.41"
"7349","Oneida",2014,1,18.2,9.4,26.9,"3.04"
"7350","Onondaga",2014,1,19.6,11.4,27.8,"3.26"
"7351","Ontario",2014,1,19.6,11.2,28,"2.03"
"7352","Orange",2014,1,23.2,12.7,33.6,"3.78"
"7353","Orleans",2014,1,20,13.2,26.9,"2.73"
"7354","Oswego",2014,1,19.2,11.4,27,"3.67"
"7355","Otsego",2014,1,18.2,8.7,27.8,"2.77"
"7356","Putnam",2014,1,24.4,14.3,34.6,"3.78"
"7357","Queens",2014,1,30.8,23.8,37.8,"5"
"7358","Rensselaer",2014,1,20.6,11.5,29.8,"3.5"
"7359","Richmond",2014,1,30.4,23,38,"4.89"
"7360","Rockland",2014,1,26.8,17.5,36.1,"4.24"
"7361","Saratoga",2014,1,19.4,10,28.9,"2.24"
"7362","Schenectady",2014,1,20.4,10.7,30.2,"3.73"
"7363","Schoharie",2014,1,18.8,7.9,29.7,"3.7"
"7364","Schuyler",2014,1,18.7,9.5,28,"3.61"
"7365","Seneca",2014,1,20.1,11.4,28.9,"1.79"
"7366","St. Lawrence",2014,1,16.1,7,25.2,"2.03"
"7367","Steuben",2014,1,17.9,7.7,28.2,"1.79"
"7368","Suffolk",2014,1,29.6,21.7,37.5,"3.93"
"7369","Sullivan",2014,1,20.1,10,30.3,"3.84"
"7370","Tioga",2014,1,19.6,10.7,28.4,"2.7"
"7371","Tompkins",2014,1,18.8,9.8,27.8,"2.19"
"7372","Ulster",2014,1,21.5,11.9,31.1,"4.05"
"7373","Warren",2014,1,17.5,7.4,27.5,"3.26"
"7374","Washington",2014,1,19.1,8.8,29.4,"3.09"
"7375","Wayne",2014,1,20.5,13,28,"2.62"
"7376","Westchester",2014,1,27.3,18.2,36.3,"4.01"
"7377","Wyoming",2014,1,17.8,9.1,26.5,"2.48"
"7378","Yates",2014,1,19.3,10.6,28.1,"1.9"
"7379","Albany",2014,1,18.7,8.6,28.8,"2.24"
"7380","Allegany",2014,1,16.8,7.1,26.5,"1.91"
"7381","Bronx",2014,1,28,20.4,35.7,"2.63"
"7382","Broome",2014,1,17.5,7.7,27.2,"2.71"
"7383","Cattaraugus",2014,1,15.6,6.2,24.9,"2.69"
"7384","Cayuga",2014,1,17.7,8.8,26.7,"2.05"
"7385","Chautauqua",2014,1,17,8.6,25.5,"2.73"
"7386","Chemung",2014,1,17.4,7.7,27,"1.53"
"7387","Chenango",2014,1,16.8,7.2,26.4,"2.67"
"7388","Clinton",2014,1,13.8,4.2,23.4,"1.49"
"7389","Columbia",2014,1,20.7,11,30.3,"2.86"
"7390","Cortland",2014,1,16.1,6.8,25.4,"2.51"
"7391","Delaware",2014,1,16.6,6.4,26.7,"2.95"
"7392","Dutchess",2014,1,22.4,12.6,32.1,"2.47"
"7393","Erie",2014,1,18.2,9.7,26.7,"2.41"
"7394","Essex",2014,1,12.3,2.3,22.3,"3.29"
"7395","Franklin",2014,1,12.6,2.8,22.4,"2.16"
"7396","Fulton",2014,1,15.6,5.6,25.6,"2.78"
"7397","Genesee",2014,1,18.8,10.7,27,"1.74"
"7398","Greene",2014,1,18.2,8,28.4,"2.97"
"7399","Hamilton",2014,1,12,1.3,22.7,"3.79"
"7400","Herkimer",2014,1,13.4,2.6,24.2,"3.26"
"7401","Jefferson",2014,1,15,5.6,24.4,"3.98"
"7402","Kings",2014,1,28.4,20.8,36.1,"2.76"
"7403","Lewis",2014,1,12.2,1.7,22.8,"4.05"
"7404","Livingston",2014,1,18.7,10.2,27.2,"1.25"
"7405","Madison",2014,1,16.3,7,25.6,"2.49"
"7406","Monroe",2014,1,20.3,12.5,28.1,"1.47"
"7407","Montgomery",2014,1,17.4,6.8,27.9,"2.12"
"7408","Nassau",2014,1,28.1,20.1,36.1,"2.34"
"7409","New York",2014,1,28.2,20.5,35.9,"2.66"
"7410","Niagara",2014,1,19.8,12.7,26.9,"1.6"
"7411","Oneida",2014,1,15.5,5.7,25.4,"2.7"
"7412","Onondaga",2014,1,17.8,8.7,26.9,"2.25"
"7413","Ontario",2014,1,18.7,10.4,27.1,"1.51"
"7414","Orange",2014,1,21.8,12.3,31.2,"2.88"
"7415","Orleans",2014,1,20.1,12.9,27.2,"1.94"
"7416","Oswego",2014,1,16.7,7.6,25.9,"3.02"
"7417","Otsego",2014,1,16.4,6.5,26.3,"2.37"
"7418","Putnam",2014,1,22.9,13.7,32.1,"2.6"
"7419","Queens",2014,1,28.3,20.5,36.1,"2.8"
"7420","Rensselaer",2014,1,19,9.4,28.5,"2.75"
"7421","Richmond",2014,1,27.9,19.6,36.1,"2.88"
"7422","Rockland",2014,1,24.2,15.1,33.3,"2.84"
"7423","Saratoga",2014,1,17.2,7.5,26.9,"2.5"
"7424","Schenectady",2014,1,18,7.8,28.1,"2.5"
"7425","Schoharie",2014,1,16.9,5.8,28,"2.13"
"7426","Schuyler",2014,1,17,7.6,26.4,"2.19"
"7427","Seneca",2014,1,18.6,9.7,27.6,"1.45"
"7428","St. Lawrence",2014,1,14,4.5,23.5,"1.42"
"7429","Steuben",2014,1,16.5,6.8,26.2,"1.81"
"7430","Suffolk",2014,1,27.4,18.8,36,"2.73"
"7431","Sullivan",2014,1,17.9,8,27.8,"3.32"
"7432","Tioga",2014,1,17.6,8,27.1,"2.29"
"7433","Tompkins",2014,1,16.9,7.6,26.2,"1.91"
"7434","Ulster",2014,1,19.4,9.8,28.9,"3.24"
"7435","Warren",2014,1,14.6,4.7,24.6,"3.29"
"7436","Washington",2014,1,17.2,7.2,27.2,"2.72"
"7437","Wayne",2014,1,19,10.8,27.3,"1.91"
"7438","Westchester",2014,1,25,16.2,33.8,"2.74"
"7439","Wyoming",2014,1,16.4,7.9,25,"1.98"
"7440","Yates",2014,1,18.3,9.5,27.2,"1.09"
"7441","Albany",2013,1,27.2,19.2,35.3,"3.19"
"7442","Allegany",2013,1,27,18.2,35.8,"3.21"
"7443","Bronx",2013,1,37.3,30.8,43.8,"4.56"
"7444","Broome",2013,1,27.8,20.2,35.4,"3.49"
"7445","Cattaraugus",2013,1,26.5,18.7,34.3,"4.13"
"7446","Cayuga",2013,1,27.1,19.4,34.7,"3.25"
"7447","Chautauqua",2013,1,27.3,20.2,34.5,"4.98"
"7448","Chemung",2013,1,28.2,20.6,35.8,"2.36"
"7449","Chenango",2013,1,26.2,18.5,33.8,"4.04"
"7450","Clinton",2013,1,18.6,11,26.2,"3.66"
"7451","Columbia",2013,1,28.7,20.2,37.1,"2.95"
"7452","Cortland",2013,1,25.8,18.1,33.4,"3.46"
"7453","Delaware",2013,1,26.2,18.1,34.2,"3.99"
"7454","Dutchess",2013,1,30.2,21.7,38.7,"3.33"
"7455","Erie",2013,1,27.8,20.6,35,"4.88"
"7456","Essex",2013,1,20.3,11.9,28.7,"3.27"
"7457","Franklin",2013,1,18,9.7,26.4,"3.53"
"7458","Fulton",2013,1,23.9,16.2,31.7,"3.72"
"7459","Genesee",2013,1,27.3,20.2,34.4,"3.43"
"7460","Greene",2013,1,27.3,19.1,35.5,"3.71"
"7461","Hamilton",2013,1,20.4,12.1,28.8,"3.74"
"7462","Herkimer",2013,1,22.3,13.7,30.8,"3.94"
"7463","Jefferson",2013,1,22.1,14.3,29.9,"3.74"
"7464","Kings",2013,1,38,31.5,44.5,"4.69"
"7465","Lewis",2013,1,20.6,11.9,29.3,"4.69"
"7466","Livingston",2013,1,28,19.9,36.1,"3.16"
"7467","Madison",2013,1,25,17.4,32.7,"3.44"
"7468","Monroe",2013,1,28.4,21.3,35.6,"3"
"7469","Montgomery",2013,1,26.2,17.8,34.5,"3.3"
"7470","Nassau",2013,1,37,30.1,44,"4.27"
"7471","New York",2013,1,37.6,31.1,44.2,"4.68"
"7472","Niagara",2013,1,28,21.7,34.3,"3.32"
"7473","Oneida",2013,1,24.1,16.3,31.8,"3.56"
"7474","Onondaga",2013,1,26.4,19,33.9,"3.3"
"7475","Ontario",2013,1,27.9,20.3,35.5,"3.01"
"7476","Orange",2013,1,30.5,22.3,38.7,"3.82"
"7477","Orleans",2013,1,27.7,21.1,34.3,"3.15"
"7478","Oswego",2013,1,25.1,17.4,32.8,"4.01"
"7479","Otsego",2013,1,25.5,17.4,33.5,"4.2"
"7480","Putnam",2013,1,31.1,22.9,39.3,"3.77"
"7481","Queens",2013,1,37.7,31.1,44.4,"4.75"
"7482","Rensselaer",2013,1,27,19.1,34.9,"2.96"
"7483","Richmond",2013,1,37.6,30.6,44.6,"4.68"
"7484","Rockland",2013,1,33.1,25.1,41.2,"3.91"
"7485","Saratoga",2013,1,25.2,18,32.5,"3.3"
"7486","Schenectady",2013,1,26.4,18.4,34.3,"3.14"
"7487","Schoharie",2013,1,25.8,17.1,34.4,"3.05"
"7488","Schuyler",2013,1,27.3,19.7,35,"3.37"
"7489","Seneca",2013,1,28,20.3,35.8,"2.47"
"7490","St. Lawrence",2013,1,18.9,10.4,27.4,"2.85"
"7491","Steuben",2013,1,27.3,19.4,35.3,"2.59"
"7492","Suffolk",2013,1,36.8,29.1,44.5,"5.11"
"7493","Sullivan",2013,1,27.7,19.7,35.7,"4.17"
"7494","Tioga",2013,1,28,20.4,35.6,"2.98"
"7495","Tompkins",2013,1,27.1,19.2,35.1,"2.7"
"7496","Ulster",2013,1,28.4,20.4,36.5,"4.21"
"7497","Warren",2013,1,22.6,15.3,30,"3.14"
"7498","Washington",2013,1,25.2,17.6,32.7,"2.69"
"7499","Wayne",2013,1,28,20.4,35.6,"3.18"
"7500","Westchester",2013,1,33.6,25.5,41.7,"3.63"
"7501","Wyoming",2013,1,26.2,18.4,34,"4.38"
"7502","Yates",2013,1,27.6,20.1,35.2,"2.56"
"7503","Albany",2013,1,36.3,27,45.5,"2.41"
"7504","Allegany",2013,1,34,24.9,43.1,"3.77"
"7505","Bronx",2013,1,44.4,36.5,52.2,"3.24"
"7506","Broome",2013,1,34.8,26.1,43.5,"3.9"
"7507","Cattaraugus",2013,1,33.6,25.6,41.5,"4.35"
"7508","Cayuga",2013,1,35.7,27.8,43.6,"4.38"
"7509","Chautauqua",2013,1,35.6,28.4,42.8,"4.22"
"7510","Chemung",2013,1,35.3,27,43.6,"3.08"
"7511","Chenango",2013,1,34.4,25.8,42.9,"4.27"
"7512","Clinton",2013,1,31.6,23.7,39.6,"2.98"
"7513","Columbia",2013,1,37.8,28.5,47,"2.84"
"7514","Cortland",2013,1,33.9,25.8,42.1,"4"
"7515","Delaware",2013,1,33.9,24.7,43.1,"4.16"
"7516","Dutchess",2013,1,38.7,29.1,48.2,"3.3"
"7517","Erie",2013,1,36.3,28.5,44.1,"3.57"
"7518","Essex",2013,1,29.5,20.7,38.2,"4.81"
"7519","Franklin",2013,1,29.3,20.9,37.8,"4.16"
"7520","Fulton",2013,1,32.6,23.4,41.9,"4.59"
"7521","Genesee",2013,1,36.2,28.4,44,"3.22"
"7522","Greene",2013,1,35.2,25.9,44.4,"3.4"
"7523","Hamilton",2013,1,28.7,19.4,38.1,"5.72"
"7524","Herkimer",2013,1,31.2,22.3,40.2,"6.1"
"7525","Jefferson",2013,1,34.1,26,42.2,"4.7"
"7526","Kings",2013,1,45,37.3,52.7,"3.06"
"7527","Lewis",2013,1,31.1,22.1,40.1,"6.98"
"7528","Livingston",2013,1,36.2,27.9,44.4,"2.91"
"7529","Madison",2013,1,34.3,26.1,42.6,"3.99"
"7530","Monroe",2013,1,37.4,29.9,45,"2.99"
"7531","Montgomery",2013,1,34.7,25.4,43.9,"3.13"
"7532","Nassau",2013,1,44.1,35.7,52.5,"2.79"
"7533","New York",2013,1,44.6,36.8,52.5,"3.18"
"7534","Niagara",2013,1,37.6,30.5,44.6,"2.34"
"7535","Oneida",2013,1,33.8,25.2,42.5,"5.96"
"7536","Onondaga",2013,1,35.8,27.8,43.8,"4.58"
"7537","Ontario",2013,1,36.1,28.1,44,"3.18"
"7538","Orange",2013,1,39,29.4,48.6,"2.98"
"7539","Orleans",2013,1,37.4,29.7,45,"2.61"
"7540","Oswego",2013,1,35.6,27.3,43.8,"5.44"
"7541","Otsego",2013,1,33.6,25,42.2,"3.68"
"7542","Putnam",2013,1,39.1,29.5,48.7,"3.43"
"7543","Queens",2013,1,44.7,36.6,52.8,"2.96"
"7544","Rensselaer",2013,1,36,26.6,45.3,"2.67"
"7545","Richmond",2013,1,44.7,36.5,52.9,"3.17"
"7546","Rockland",2013,1,40.8,31.2,50.4,"3.76"
"7547","Saratoga",2013,1,34.5,24.9,44,"4.19"
"7548","Schenectady",2013,1,35.6,26.3,44.8,"3.62"
"7549","Schoharie",2013,1,33.5,24.1,43,"2.59"
"7550","Schuyler",2013,1,34.9,26.8,43.1,"2.91"
"7551","Seneca",2013,1,36.2,28,44.5,"2.93"
"7552","St. Lawrence",2013,1,31.8,23.4,40.2,"3.31"
"7553","Steuben",2013,1,34.4,25.9,42.9,"3.34"
"7554","Suffolk",2013,1,43.3,34.5,52.1,"2.67"
"7555","Sullivan",2013,1,36,26.5,45.5,"3.8"
"7556","Tioga",2013,1,35,26.6,43.3,"3.6"
"7557","Tompkins",2013,1,35,26.8,43.1,"3.55"
"7558","Ulster",2013,1,36.5,27.4,45.6,"3.96"
"7559","Warren",2013,1,31.9,22.1,41.8,"4.22"
"7560","Washington",2013,1,35,24.8,45.2,"3.02"
"7561","Wayne",2013,1,37,29.3,44.6,"3.86"
"7562","Westchester",2013,1,41.2,31.7,50.8,"3.81"
"7563","Wyoming",2013,1,34.4,26.5,42.4,"3.7"
"7564","Yates",2013,1,35.5,27.3,43.7,"2.66"
"7565","Albany",2013,1,51.9,41.4,62.4,"1.96"
"7566","Allegany",2013,1,50.4,39,61.8,"4.04"
"7567","Bronx",2013,1,59.2,51.2,67.2,"0.48"
"7568","Broome",2013,1,52.2,41.8,62.5,"2.75"
"7569","Cattaraugus",2013,1,50.4,39.9,60.9,"4.62"
"7570","Cayuga",2013,1,52,42.5,61.4,"4.02"
"7571","Chautauqua",2013,1,52,42.7,61.2,"6.17"
"7572","Chemung",2013,1,52.3,42.1,62.4,"2.78"
"7573","Chenango",2013,1,51.3,40.9,61.8,"2.85"
"7574","Clinton",2013,1,48.6,38.9,58.2,"2.66"
"7575","Columbia",2013,1,52.4,41.6,63.3,"1.36"
"7576","Cortland",2013,1,50.6,40.7,60.6,"3.21"
"7577","Delaware",2013,1,50.2,39,61.5,"2.71"
"7578","Dutchess",2013,1,53.5,42.4,64.6,"1.91"
"7579","Erie",2013,1,52.7,43,62.3,"6.05"
"7580","Essex",2013,1,46.5,36.4,56.6,"2.65"
"7581","Franklin",2013,1,47.1,36.7,57.5,"2.82"
"7582","Fulton",2013,1,49.6,39.4,59.8,"3.34"
"7583","Genesee",2013,1,52.2,42.5,61.9,"4.57"
"7584","Greene",2013,1,50.8,39.9,61.6,"2.16"
"7585","Hamilton",2013,1,46.1,35.8,56.4,"3.5"
"7586","Herkimer",2013,1,48.5,38.5,58.4,"4.3"
"7587","Jefferson",2013,1,50.8,41,60.6,"4.47"
"7588","Kings",2013,1,59.8,51.8,67.8,"0.45"
"7589","Lewis",2013,1,48.1,38,58.1,"4.53"
"7590","Livingston",2013,1,52.2,42.2,62.2,"3.46"
"7591","Madison",2013,1,51.1,41.4,60.8,"3.41"
"7592","Monroe",2013,1,53.1,43.8,62.4,"3.53"
"7593","Montgomery",2013,1,51.7,40.9,62.4,"2.28"
"7594","Nassau",2013,1,58.5,49.9,67,"0.38"
"7595","New York",2013,1,59.6,51.5,67.6,"0.44"
"7596","Niagara",2013,1,53.3,44.5,62,"5.54"
"7597","Oneida",2013,1,50.6,40.7,60.4,"4.47"
"7598","Onondaga",2013,1,52,42.5,61.5,"4.2"
"7599","Ontario",2013,1,52.1,42.6,61.7,"3.34"
"7600","Orange",2013,1,54.1,42.9,65.3,"1.34"
"7601","Orleans",2013,1,52.9,43.8,62,"3.93"
"7602","Oswego",2013,1,51.3,41.8,60.9,"4.98"
"7603","Otsego",2013,1,50.7,40.4,60.9,"2.56"
"7604","Putnam",2013,1,54.3,43.6,65,"1.12"
"7605","Queens",2013,1,59.3,51.1,67.5,"0.42"
"7606","Rensselaer",2013,1,51.4,41,61.8,"2.11"
"7607","Richmond",2013,1,59.2,50.5,68,"0.63"
"7608","Rockland",2013,1,55.7,45.4,66,"0.96"
"7609","Saratoga",2013,1,50.3,39.9,60.7,"3.13"
"7610","Schenectady",2013,1,51.6,41.2,62,"2.73"
"7611","Schoharie",2013,1,50.3,39.4,61.2,"2.29"
"7612","Schuyler",2013,1,51.9,42.2,61.7,"1.99"
"7613","Seneca",2013,1,52.8,43.2,62.4,"3.29"
"7614","St. Lawrence",2013,1,49.4,38.8,60,"3.56"
"7615","Steuben",2013,1,51.3,40.5,62.1,"3.36"
"7616","Suffolk",2013,1,56.8,47.4,66.2,"0.28"
"7617","Sullivan",2013,1,51.5,40.2,62.8,"1.98"
"7618","Tioga",2013,1,52,41.8,62.2,"2.63"
"7619","Tompkins",2013,1,51.6,41.7,61.4,"2.81"
"7620","Ulster",2013,1,52.2,41.5,63,"2.31"
"7621","Warren",2013,1,48.2,37.7,58.7,"2.45"
"7622","Washington",2013,1,50.5,39.3,61.6,"2.21"
"7623","Wayne",2013,1,52.6,43.8,61.5,"3.59"
"7624","Westchester",2013,1,55.9,45.8,66.1,"0.79"
"7625","Wyoming",2013,1,51,41.3,60.7,"4.6"
"7626","Yates",2013,1,52,42.3,61.8,"3.41"
"7627","Albany",2013,1,60,48.5,71.5,"3.96"
"7628","Allegany",2013,1,57,44.5,69.5,"3.14"
"7629","Bronx",2013,1,66.5,57.1,75.8,"2.71"
"7630","Broome",2013,1,58.3,46.4,70.3,"3.5"
"7631","Cattaraugus",2013,1,57.3,45.2,69.4,"3.46"
"7632","Cayuga",2013,1,59.2,48.8,69.7,"4.32"
"7633","Chautauqua",2013,1,59.2,48.6,69.8,"4.02"
"7634","Chemung",2013,1,58.9,46.7,71,"3.2"
"7635","Chenango",2013,1,57.9,46.2,69.5,"4.57"
"7636","Clinton",2013,1,57.2,47,67.3,"4.12"
"7637","Columbia",2013,1,60.8,49.3,72.2,"3.16"
"7638","Cortland",2013,1,57.2,45.8,68.5,"3.87"
"7639","Delaware",2013,1,57.2,45.1,69.4,"3.47"
"7640","Dutchess",2013,1,61.2,49.8,72.6,"3.02"
"7641","Erie",2013,1,60,49.6,70.4,"3.45"
"7642","Essex",2013,1,55.2,44.4,66,"3.17"
"7643","Franklin",2013,1,55.2,44.2,66.2,"4.76"
"7644","Fulton",2013,1,57.6,46.4,68.9,"2.49"
"7645","Genesee",2013,1,60.1,49.4,70.8,"3.17"
"7646","Greene",2013,1,58.7,46.7,70.6,"2.91"
"7647","Hamilton",2013,1,54.2,42.7,65.8,"2.62"
"7648","Herkimer",2013,1,56.2,44.6,67.9,"3.98"
"7649","Jefferson",2013,1,58.5,47.5,69.4,"3.11"
"7650","Kings",2013,1,67.1,57.9,76.4,"2.29"
"7651","Lewis",2013,1,55.7,44.3,67.2,"3.28"
"7652","Livingston",2013,1,59.6,48.4,70.9,"2.27"
"7653","Madison",2013,1,58.1,47.1,69.1,"4.27"
"7654","Monroe",2013,1,61,50.9,71.1,"2.66"
"7655","Montgomery",2013,1,59.9,47.9,71.9,"2.77"
"7656","Nassau",2013,1,65.6,55.9,75.4,"1.8"
"7657","New York",2013,1,66.9,57.5,76.4,"2.46"
"7658","Niagara",2013,1,61,51.6,70.4,"3.44"
"7659","Oneida",2013,1,58,46.5,69.5,"4.23"
"7660","Onondaga",2013,1,59.3,48.3,70.2,"4.36"
"7661","Ontario",2013,1,59.8,48.9,70.6,"2.13"
"7662","Orange",2013,1,61.6,50,73.2,"1.91"
"7663","Orleans",2013,1,60.8,50.8,70.8,"3.57"
"7664","Oswego",2013,1,59.1,48.2,70,"3.87"
"7665","Otsego",2013,1,57.6,46.1,69.1,"4.2"
"7666","Putnam",2013,1,61.7,50.2,73.1,"3.02"
"7667","Queens",2013,1,66.6,57.1,76,"2.54"
"7668","Rensselaer",2013,1,59.4,48.1,70.8,"5.62"
"7669","Richmond",2013,1,66.7,56.7,76.7,"1.9"
"7670","Rockland",2013,1,63.2,51.9,74.6,"2.4"
"7671","Saratoga",2013,1,58.8,47.5,70,"5.44"
"7672","Schenectady",2013,1,59.8,48.2,71.4,"3.82"
"7673","Schoharie",2013,1,58,45.8,70.2,"4.13"
"7674","Schuyler",2013,1,58.9,47.3,70.4,"2.91"
"7675","Seneca",2013,1,60.2,49.5,70.9,"3.17"
"7676","St. Lawrence",2013,1,56.7,45.6,67.8,"3.03"
"7677","Steuben",2013,1,58,45.5,70.5,"3.31"
"7678","Suffolk",2013,1,63.6,54,73.1,"2.78"
"7679","Sullivan",2013,1,58.5,46.6,70.4,"2.88"
"7680","Tioga",2013,1,58.4,46.3,70.4,"3.2"
"7681","Tompkins",2013,1,58.4,46.9,69.8,"3.59"
"7682","Ulster",2013,1,59.6,48.2,71.1,"2.68"
"7683","Warren",2013,1,56.6,45.3,67.8,"2.26"
"7684","Washington",2013,1,58.7,46.8,70.6,"3.2"
"7685","Wayne",2013,1,60.5,50.6,70.3,"2.8"
"7686","Westchester",2013,1,63.3,52.2,74.4,"2.67"
"7687","Wyoming",2013,1,58.1,47.4,68.8,"2.52"
"7688","Yates",2013,1,59.6,48.3,70.8,"2.57"
"7689","Albany",2013,1,67.3,56.5,78.1,"3.52"
"7690","Allegany",2013,1,63.7,51.4,76,"3.61"
"7691","Bronx",2013,1,74,66.2,81.8,"2.9"
"7692","Broome",2013,1,65.6,54.3,76.9,"6.13"
"7693","Cattaraugus",2013,1,64.3,52.5,76.1,"4.02"
"7694","Cayuga",2013,1,66.4,56.2,76.7,"5.74"
"7695","Chautauqua",2013,1,65.8,55.2,76.3,"3.61"
"7696","Chemung",2013,1,66,54.3,77.6,"3.12"
"7697","Chenango",2013,1,64.6,53.2,76,"5.34"
"7698","Clinton",2013,1,65.1,54.7,75.5,"2.44"
"7699","Columbia",2013,1,68.2,57.1,79.3,"4.55"
"7700","Cortland",2013,1,64.4,53.5,75.3,"5.98"
"7701","Delaware",2013,1,63.4,51.8,75,"6.51"
"7702","Dutchess",2013,1,68.8,58,79.6,"5.63"
"7703","Erie",2013,1,67,56.9,77.1,"3.23"
"7704","Essex",2013,1,62.7,52.1,73.3,"3.89"
"7705","Franklin",2013,1,63.3,52.8,73.8,"3.56"
"7706","Fulton",2013,1,65,54,76,"2.49"
"7707","Genesee",2013,1,67.5,57.7,77.2,"3.64"
"7708","Greene",2013,1,65.2,53.9,76.5,"4.62"
"7709","Hamilton",2013,1,61.6,50.2,73,"4.06"
"7710","Herkimer",2013,1,63.8,53,74.7,"3.06"
"7711","Jefferson",2013,1,66.8,57,76.7,"2.95"
"7712","Kings",2013,1,74.4,66.8,81.9,"3.23"
"7713","Lewis",2013,1,63.8,53.2,74.3,"2.81"
"7714","Livingston",2013,1,67,56.3,77.6,"3.86"
"7715","Madison",2013,1,65.5,54.9,76.1,"3.07"
"7716","Monroe",2013,1,68.6,59.2,78,"3.19"
"7717","Montgomery",2013,1,67,55.8,78.3,"2.96"
"7718","Nassau",2013,1,73.1,65,81.1,"2.32"
"7719","New York",2013,1,74.3,66.6,82.1,"3.19"
