"","row_ind","column_ind","values"
"353","MO0952500","y2007_8",-1
"354","PA0026800","y2007_7",-1
"355","OR0340600","y2007_7",-1
"356","CA030480X","y2007_7",-1
"357","PA0381600","y2007_6",-1
"358","UT0020000","y2007_5",-1
"359","MO0959A00","y2007_5",-1
"360","MO0951900","y2007_5",-1
"361","PA0450700","y2007_4",-1
"362","MO0953200","y2007_3",-1
"363","IN0240000","y2007_3",-1
"364","CA0302700","y2007_3",-1
"365","PA0155000","y2007_2",-1
"366","PA0670900","y2007_2",-1
"367","NJ0043400","y2007_2",-1
"368","MO0150200","y2007_2",-1
"369","MD0040100","y2007_2",-1
"370","GA0680000","y2007_2",-1
"371","PA0151100","y2006_12",-1
"372","IN0200000","y2006_11",-1
"373","PA0021E00","y2006_10",-1
"374","PA0402700","y2006_10",-1
"375","PA034SP00","y2006_10",-1
"376","OH0091500","y2006_10",-1
"377","UT0250000","y2006_9",-1
"378","PA0420500","y2006_9",-1
"379","MO0390200","y2006_9",-1
"380","MO0950200","y2006_9",-1
"381","CA030360X","y2006_8",-1
"382","LA0260200","y2006_7",-1
"383","CA030470X","y2006_6",-1
"384","WA0380500","y2006_5",-1
"385","PA0020J00","y2006_4",-1
"386","PA0231400","y2006_4",-1
"387","PA0380300","y2006_4",-1
"388","PA024SP00","y2006_4",-1
"389","IN0550100","y2006_4",-1
"390","CA036410X","y2006_4",-1
"391","NB0070100","y2006_3",-1
"392","MO0740000","y2006_3",-1
"393","CA0210300","y2006_3",-1
"394","AR0360100","y2006_3",-1
"395","WY0200000","y2006_2",-1
"396","PA0092300","y2006_2",-1
"397","NJ0026500","y2006_2",-1
"398","MO0952500","y2006_2",-1
"399","IN0290400","y2006_2",-1
"400","CO0070300","y2006_2",-1
"401","PA0465100","y2006_1",-1
"402","PA0231300","y2006_1",-1
"403","PA0674100","y2006_1",-1
"404","WY0160000","y2005_12",-1
"405","PA0652300","y2005_12",-1
"406","MO0959A00","y2005_12",-1
"407","MO0630000","y2005_12",-1
"408","MO0100500","y2005_12",-1
"409","PA0670900","y2005_11",-1
"410","NV0090000","y2005_11",-1
"411","MO0200100","y2005_11",-1
"412","MD0090100","y2005_11",-1
"413","NJ0180500","y2005_10",-1
"414","MO0390800","y2005_10",-1
"415","PA0391100","y2005_9",-1
"416","MO0150200","y2005_9",-1
"417","NJ0134000","y2005_8",-1
"418","MO0951800","y2005_8",-1
"419","PA048SP00","y2005_7",-1
"420","AZ0040600","y2005_7",-2
"421","PA0670100","y2005_6",-1
"422","CA0400600","y2005_6",-18
"423","PA0540700","y2005_5",-1
"424","WA0380300","y2005_4",-2
"425","UT0110000","y2005_4",-1
"426","PA0093500","y2005_4",-1
"427","OH0771200","y2005_4",-1
"428","MO0956200","y2005_4",-1
"429","MO0950200","y2005_4",-1
"430","MO0610300","y2005_4",-1
"431","IN0440000","y2005_4",-1
"432","UT0210100","y2005_3",-1
"433","NV0090000","y2005_3",-1
"434","NJ0020200","y2005_3",-1
"435","MO0951800","y2005_3",-1
"436","NV0040100","y2005_2",-1
"437","CA0302000","y2005_2",-1
"438","PA0670400","y2005_1",-1
"439","MO0660000","y2005_1",-1
"440","IN0290400","y2005_1",-1
"441","PA0463100","y2004_12",-1
"442","PA0674100","y2004_12",-1
"443","MO0570000","y2004_12",-1
"444","MO0580100","y2004_12",-1
"445","MO0740200","y2004_11",-1
"446","CA0370400","y2004_11",-1
"447","PA0130900","y2004_10",-1
"448","MO0200100","y2004_10",-1
"449","AK0010900","y2004_10",-1
"450","PA0250900","y2004_9",-1
"451","MO0200100","y2004_9",-1
"452","PA0650500","y2004_8",-1
"453","PA0150300","y2004_8",-1
"454","NJ0121800","y2004_8",-1
"455","MO0070100","y2004_8",-1
"456","UT0200200","y2004_7",-1
"457","PA0220400","y2004_7",-2
"458","MS0450200","y2004_7",-1
"459","CA030420X","y2004_7",-5
"460","PA0661200","y2004_6",-1
"461","PA0131000","y2004_6",-1
"462","PA015SP00","y2004_3",-1
"463","PA0010200","y2004_3",-1
"464","MD0230000","y2004_3",-1
"465","WA0380300","y2004_2",-1
"466","PA0651200","y2004_2",-1
"467","PA0633300","y2004_2",-1
"468","PA0023400","y2004_2",-1
"469","PA0220400","y2004_2",-1
"470","PA0094300","y2004_2",-1
"471","OH0571300","y2004_2",-1
"472","MO0957200","y2004_2",-1
"473","AZ0131100","y2004_2",-1
"474","PA014SP00","y2004_1",-1
"475","NV0010000","y2004_1",-1
"476","IN0290200","y2004_1",-1
"477","CA037A300","y2004_1",-1
"478","CA0371300","y2004_1",-1
"479","WY0030000","y2003_12",-1
"480","UT0140000","y2003_12",-1
"481","PA0130900","y2003_12",-1
"482","CA0560100","y2003_12",-3
"483","WY0150100","y2003_11",-1
"484","UT0251400","y2003_11",-1
"485","MO0540600","y2003_11",-1
"486","WY0210100","y2003_10",-1
"487","PA0405100","y2003_10",-1
"488","PA0401800","y2003_9",-1
"489","IN0150000","y2003_8",-1
"490","CA0151100","y2003_8",-1
"491","PA0231300","y2003_7",-1
"492","CA0421200","y2003_7",-1
"493","WA0380300","y2003_6",-1
"494","PA0320300","y2003_6",-1
"495","CA0280100","y2003_6",-1
"496","PA0674800","y2003_4",-1
"497","MO0640000","y2003_4",-1
"498","OH0480300","y2003_3",-1
"499","NJ0026000","y2003_3",-1
"500","MO0240400","y2003_2",-1
"501","UT0031400","y2003_1",-1
"502","MO0190000","y2002_12",-3
"503","MO0950200","y2002_11",-1
"504","MO0530000","y2002_11",-1
"505","PA0233800","y2002_10",-1
"506","MO1070000","y2002_10",-1
"507","GA1260100","y2002_9",-2
"508","PA033SP00","y2002_7",-1
"509","NJ0132600","y2002_6",-1
"510","GA0330400","y2002_6",-13
"511","CA030480X","y2002_6",-1
"512","WA0311500","y2002_5",-1
"513","PA0364000","y2002_5",-1
"514","CA0140100","y2002_5",-1
"515","WA0380500","y2002_4",-1
"516","PA0462100","y2002_4",-1
"517","OR0270300","y2002_4",-1
"518","OH0620200","y2002_4",-1
"519","MO0360200","y2002_4",-1
"520","IN0320300","y2002_4",-1
"521","PA0320300","y2002_3",-1
"522","NJ0026100","y2002_3",-1
"523","WA0390700","y2002_2",-1
"524","PA0070300","y2002_2",-1
"525","MO0390200","y2002_2",-1
"526","WY0180000","y2002_1",-1
"527","PA062SP00","y2002_1",-1
"528","GA060240X","y2001_12",-1
"529","MO0958000","y2001_11",-1
"530","CA007230X","y2001_10",-1
"531","AZ0040100","y2001_9",-1
"532","UT0020000","y2001_8",-1
"533","NJ0122200","y2001_7",-1
"534","OH0771200","y2001_6",-1
"535","NB0400100","y2001_6",-33
"536","CA0400100","y2001_6",-1
"537","NJ0152400","y2001_5",-1
"538","NB0780000","y2001_5",-1
"539","WA0010100","y2001_4",-1
"540","OR0230000","y2001_4",-1
"541","NJ0134000","y2001_3",-1
"542","CA037A500","y2001_3",-1
"543","UT0120100","y2001_2",-1
"544","PA0280600","y2001_2",-1
"545","IN0290400","y2001_2",-1
"546","GA0760100","y2001_2",-1
"547","PA0090700","y2001_1",-1
"548","MD0150200","y2001_1",-1
"549","UT0031600","y2000_12",-1
"550","NJ0023300","y2000_12",-1
"551","MD0060300","y2000_12",-1
"552","AZ0040600","y2000_12",-1
"553","PA0670300","y2000_11",-1
"554","UT0210100","y2000_10",-1
"555","OH0620200","y2000_10",-2
"556","MO0952200","y2000_10",-1
"557","MO0951900","y2000_10",-1
"558","UT0260100","y2000_9",-1
"559","OR0240400","y2000_9",-1
"560","AZ0131200","y2000_9",-1
"561","PA0280600","y2000_8",-1
"562","PA0071100","y2000_7",-1
"563","NH0030400","y2000_7",-1
"564","CA0240000","y2000_7",-1
"565","WY0180000","y2000_6",-1
"566","MI6446200","y2000_6",-1
"567","WA0380500","y2000_5",-1
"568","UT0251400","y2000_5",-1
"569","PA0020V00","y2000_5",-1
"570","CA037A500","y2000_4",-1
"571","NB0740000","y2000_3",-1
"572","MO0951900","y2000_3",-1
"573","PA0234800","y2000_1",-1
"574","WY0130000","y1999_12",-1
"575","WY0120000","y1999_12",-1
"576","WA0380500","y1999_12",-1
"577","UT0110000","y1999_12",-1
"578","PA0670400","y1999_12",-1
"579","MI3358100","y1999_12",-1
"580","CA0540300","y1999_12",-1
"581","NJ0201100","y1999_11",-1
"582","MO0100400","y1999_11",-1
"583","UT0251000","y1999_10",-1
"584","PA0280300","y1999_9",-1
"585","PA0021700","y1999_8",-1
"586","PA0670300","y1999_8",-1
"587","NH0030400","y1999_8",-1
"588","IN0310000","y1999_8",-2
"589","NJ0025700","y1999_7",-2
"590","PA0234800","y1999_6",-1
"591","NJ0132200","y1999_6",-1
"592","NJ0025700","y1999_6",-1
"593","UT0220500","y1999_5",-1
"594","PA0023400","y1999_5",-1
"595","MO0952900","y1999_5",-1
"596","CA0490100","y1999_5",-1
"597","WA0380000","y1999_4",-1
"598","TN0820100","y1999_4",-5
"599","PA0650500","y1999_3",-1
"600","PA0390500","y1999_3",-1
"601","OR0230000","y1999_3",-1
"602","OH0252700","y1999_3",-1
"603","NV0090000","y1999_3",-1
"604","NJ0201100","y1999_3",-1
"605","MO0954400","y1999_3",-1
"606","CA0270100","y1999_3",-1
"607","CA0290200","y1999_3",-1
"608","PA0023400","y1999_2",-1
"609","PA060SP00","y1999_2",-1
"610","OH0430000","y1999_2",-1
"611","AZ0020100","y1999_2",-1
"612","AZ0040600","y1999_2",-1
"613","TN0820100","y1999_1",-1
"614","CO0570000","y1999_1",-1
"615","CO0590300","y1999_1",-1
"616","CO0150100","y1999_1",-1
"617","WA0320100","y1998_12",-1
"618","PA0380300","y1998_12",-1
"619","NB0240100","y1998_12",-1
"620","MO0480000","y1998_12",-1
"621","MO0954400","y1998_11",-1
"622","AK0011700","y1998_11",-1
"623","PA0674100","y1998_10",-1
"624","NJ0132800","y1998_10",-1
"625","AZ0020300","y1998_10",-1
"626","AZ0040100","y1998_10",-1
"627","VA0240000","y1998_9",-1
"628","MO0951900","y1998_8",-1
"629","PA0250100","y1998_7",-1
"630","MI8234300","y1998_7",-4
"631","CA030360X","y1998_7",-1
"632","OH0600000","y1998_6",-1
"633","GA1060100","y1998_6",-27
"634","NJ0121800","y1998_5",-1
"635","MO0950200","y1998_5",-2
"636","MD0160300","y1998_5",-2
"637","CA0370300","y1998_5",-1
"638","AZ0030800","y1998_5",-1
"639","PA0029900","y1998_4",-1
"640","PA0029800","y1998_4",-1
"641","NJ0201100","y1998_4",-1
"642","NB0630000","y1998_3",-1
"643","NB0340200","y1998_3",-1
"644","IN0490400","y1998_3",-1
"645","CA0370400","y1998_3",-1
"646","CA0331700","y1998_3",-1
"647","PA0361100","y1998_2",-1
"648","MD0110000","y1998_2",-1
"649","OR0270200","y1998_1",-1
"650","MD0030400","y1998_1",-1
"651","AR0720800","y1998_1",-1
"652","NJ0134000","y1997_12",-1
"653","NB0270000","y1997_12",-1
"654","MN0360100","y1997_12",-1
"655","UT0020000","y1997_11",-1
"656","OH0390200","y1997_11",-2
"657","NJ0032100","y1997_11",-1
"658","NB0200000","y1997_11",-1
"659","NBNSP1300","y1997_11",-1
"660","WY0200100","y1997_10",-1
"661","UT0250800","y1997_9",-1
"662","PA0020900","y1997_9",-1
"663","OR0210300","y1997_9",-1
"664","AZ0040600","y1997_9",-1
"665","WA0380300","y1997_8",-1
"666","WA0380500","y1997_8",-1
"667","PA0361400","y1997_6",-1
"668","MO0957200","y1997_6",-1
"669","IN0320300","y1997_6",-1
"670","CA0331600","y1997_6",-1
"671","CA0330300","y1997_5",-1
"672","AZ0040500","y1997_5",-1
"673","PA0360300","y1997_4",-1
"674","OH0290400","y1997_4",-1
"675","WA0290400","y1997_2",-1
"676","PA0361300","y1997_2",-1
"677","PA047SP00","y1997_2",-1
"678","NJ0121800","y1997_2",-1
"679","NB0340000","y1997_2",-1
"680","CA0331700","y1997_2",-1
"681","OH0771700","y1997_1",-1
"682","OH0550200","y1997_1",-1
"683","WA0030300","y1996_12",-1
"684","AR0040300","y1996_12",-1
"685","UT0140000","y1996_11",-1
"686","UT0031600","y1996_11",-1
"687","PA0140300","y1996_11",-2
"688","MO0730300","y1996_11",-1
"689","OR0240400","y1996_10",-1
"690","OH0251000","y1996_10",-1
"691","NJ0050800","y1996_9",-1
"692","WY0070100","y1996_7",-1
"693","OH0180600","y1996_7",-1
"694","NJ0032900","y1996_7",-1
"695","NJ0134000","y1996_7",-5
"696","NJ0020900","y1996_7",-1
"697","MO0951800","y1996_7",-1
"698","IN0550100","y1996_7",-1
"699","CA0331700","y1996_7",-2
"700","PA0280300","y1996_6",-1
