"","county","month","year","deaths","event"
"611","Eastern albany ",7,2023,0,"heat"
"612","Eastern dutchess ",7,2023,0,"heat"
"613","Eastern greene ",7,2023,0,"heat"
"614","Eastern schenectady ",7,2023,0,"heat"
"615","Eastern ulster ",7,2023,0,"heat"
"616","Montgomery ",7,2023,0,"heat"
"617","Northern saratoga ",7,2023,0,"heat"
"618","Northern washington ",7,2023,0,"heat"
"619","Southern herkimer ",7,2023,0,"heat"
"620","Southern saratoga ",7,2023,0,"heat"
"621","Southern washington ",7,2023,0,"heat"
"622","Western columbia ",7,2023,0,"heat"
"623","Western dutchess ",7,2023,0,"heat"
"624","Western rensselaer ",7,2023,0,"heat"
"625","Western schenectady ",7,2023,0,"heat"
"626","Eastern albany ",9,2023,0,"heat"
"627","Eastern greene ",9,2023,0,"heat"
"628","Eastern schenectady ",9,2023,0,"heat"
"629","Eastern ulster ",9,2023,0,"heat"
"630","Montgomery ",9,2023,0,"heat"
"631","Northern saratoga ",9,2023,0,"heat"
"632","Northern washington ",9,2023,0,"heat"
"633","Southeast warren ",9,2023,0,"heat"
"634","Southern herkimer ",9,2023,0,"heat"
"635","Southern saratoga ",9,2023,0,"heat"
"636","Southern washington ",9,2023,0,"heat"
"637","Western columbia ",9,2023,0,"heat"
"638","Western dutchess ",9,2023,0,"heat"
"639","Western rensselaer ",9,2023,0,"heat"
